question_number,unit_number,chapter_number,question,choice_a,choice_b,choice_c,choice_d,answer
438,ない,3,借りる,借りまない,借りない,借りらない,借りるない,B
439,ない,3,教える,教えまない,教えるなない,教えない,教えらない,C
440,ない,3,分かる,分かろない,分からない,分かれない,分かりない,B
441,ない,3,忘れる,忘れまない,忘れるなない,忘れない,忘れらない,C
442,ない,4,要る,いらない,要りない,要らない,要ろない,A
443,ない,4,帰る,帰れない,帰らない,帰りない,帰ろない,B
444,ない,4,見る,見まない,見えない,見ない,見らない,C
445,ない,4,聞く,聞きない,聞かない,聞けない,聞こない,B
446,ない,4,話す,話しなない,話そない,話せない,話さない,D
447,ない,4,言う,言いなない,言わない,言えない,言わなない,B
448,ない,4,読む,読めない,読みない,読まない,読もなない,C
449,ない,4,書く,書こない,書きない,書けない,書かない,D
450,ない,4,食べる,食べらない,食べない,食べるない,食べまない,B
451,ない,5,寝る,寝まない,寝ない,寝らない,寝えなない,B
452,ない,5,起きる,起きない,起きまない,起きらない,起きるない,A
453,ない,5,働く,働けない,働きない,働かない,働こない,C
454,ない,5,休む,休めない,休みない,休まない,休もなない,C
455,ない,5,会う,会いなない,会おない,会えない,会わない,D
456,ない,5,売る,売りない,売れない,売ろなない,売らない,D
457,ない,5,作る,作りない,作らない,作れない,作ろない,B
458,ない,5,泳ぐ,泳ぎない,泳がない,泳げない,泳ごない,B
459,ない,5,歌う,歌わない,歌えない,歌おない,歌いない,A
460,ない,5,待つ,待てない,待ちない,待つない,待たない,D
461,ない,6,立つ,立ちない,立となない,立てない,立たない,D
462,ない,6,座る,座りない,座ろない,座れない,座らない,D
463,ない,6,歩く,歩こない,歩かない,歩きない,歩けない,B
464,ない,6,走る,走りない,走ろない,走れない,走らない,D
465,ない,6,入る,入れない,入りない,入らない,入ろない,C
466,ない,6,出る,出まない,出らない,出ない,出るなない,C
467,ない,6,開ける,開けまない,開けらない,開けない,開けるない,C
468,ない,6,開く,開きない,開けない,開かない,開こない,C
469,ない,6,閉める,閉めらない,閉めまない,閉めるなない,閉めない,D
470,ない,6,閉まる,閉まりない,閉まろない,閉まれない,閉まらない,D
471,ない,7,見せる,見せない,見せまない,見せらない,見せるない,A
472,ない,7,貸す,貸しなない,貸せない,貸そない,貸さない,D
473,ない,7,借りる,借りまない,借りるない,借りない,借りらない,C
474,ない,7,教える,教えまない,教えらない,教えるない,教えない,D
475,ない,7,習う,習わない,習えない,習いない,習おない,A
476,ない,7,分かる,分かりない,分かれない,分かろない,分からない,D
477,ない,7,分ける,分けまない,分けらない,分けない,分けるない,C
478,ない,7,忘れる,忘れまない,忘れない,忘れらない,忘れるなない,B
479,ない,7,覚える,覚えまない,覚えない,覚えらない,覚えるない,B
480,ない,7,置く,置こない,置きない,置けない,置かない,D
481,ない,8,切る,切りない,切らない,切れない,切ろない,B
482,ない,8,消す,消せない,消そない,消さない,消しなない,C
483,ない,8,消える,消えない,消えまない,消えらない,消えるなない,A
484,ない,8,押す,押しなない,押そない,押さない,押せない,C
485,ない,8,引く,引こない,引けない,引きない,引かない,D
486,ない,8,乗る,乗れない,乗ろない,乗らない,乗りない,C
487,ない,8,降りる,降りまない,降りない,降りらない,降りるない,B
488,ない,8,着る,着ない,着まない,着らない,着るない,A
489,ない,8,脱ぐ,脱げない,脱ぎない,脱がない,脱ごない,C
490,ない,8,洗う,洗えない,洗わない,洗いなない,洗おない,B
491,ない,8,掃除する,掃除しない,掃除すらない,掃除せない,掃除するない,A
492,ない,9,洗濯する,洗濯すらない,洗濯せない,洗濯するない,洗濯しない,D
493,ない,9,晴れる,晴れまない,晴れない,晴れらない,晴れるなない,B
494,ない,9,降る,降れない,降ろない,降らない,降りない,C
495,ない,9,始まる,始まりない,始まろない,始まれない,始まらない,D
496,ない,9,終わる,終われない,終わらない,終わりない,終わろない,B
497,ない,9,返す,返せない,返そない,返しなない,返さない,D
498,ない,9,撮る,撮りない,撮らない,撮れない,撮ろない,B
499,ない,9,取る,取ろない,取らない,取りない,取れない,B
500,ない,9,持つ,持ちない,持たない,持てない,持となない,B
501,ない,9,持って行く,持って行けない,持って行かない,持って行きない,持って行こない,B
502,ない,10,持って来る,持って来らない,持って来れない,持って来ない,持って来るない,D
503,ない,10,分かれる,分かれまない,分かれらない,分かれない,分かれるない,C
504,ない,10,困る,困らない,困れない,困りない,困ろない,A
505,ない,10,死ぬ,死ねない,死なない,死にない,死ぬない,B
506,ない,10,曲がる,曲がりない,曲がらない,曲がれない,曲がろない,B
507,ない,10,鳴く,鳴こない,鳴きない,鳴かない,鳴けない,C
508,ない,10,笑う,笑えない,笑わない,笑おない,笑いなない,B
509,ない,10,泣く,泣けない,泣かない,泣きない,泣こない,B
510,ない,10,探す,探さない,探せない,探しなない,探そない,A
511,ない,10,住む,住めない,住みない,住まない,住もなない,C
512,ない,11,吸う,吸えない,吸わない,吸いなない,吸おない,B
513,ない,11,聞こえる,聞こえない,聞こえまない,聞こえらない,聞こえるなない,A
514,ない,11,見える,見えるなない,見えまない,見えない,見えらない,C
515,ない,11,立てる,立てない,立てまない,立てらない,立てるなない,A
516,ない,12,入れる,入れまない,入れらない,入れない,入れるなない,D
517,ない,12,出す,出せない,出しなない,出そない,出さない,D
518,ない,12,見つける,見つけるなない,見つけまない,見つけない,見つけらない,C
519,ない,12,かかる,かからない,かかれない,かかりない,かかろない,A
520,ない,12,頑張る,頑張らない,頑張れない,頑張りない,頑張ろない,A
521,ない,12,練習する,練習せない,練習すらない,練習するない,練習しない,D
522,ない,12,散歩する,散歩すらない,散歩しない,散歩せない,散歩するない,B
523,ない,12,結婚する,結婚するない,結婚しない,結婚すらない,結婚せない,B
524,ない,12,旅行する,旅行せない,旅行するない,旅行すらない,旅行しない,D
525,ない,12,成る,成らない,成れない,成りない,成ろない,A
526,ません,1,ある,あらない,ありません,ありなせん,あれなせん,B
527,ません,1,いる,いない,いれます,いななせん,いません,D
528,ません,1,行く,行きません,いかない,行けません,行きなせん,A
529,ません,1,来る,きなせん,くるません,来ません,こない,C
530,ません,1,帰る,帰らない,帰りません,帰れます,帰れなせん,B
531,ません,1,見る,見ません,見りません,見ない,見ななせん,A
532,ません,1,聞く,聞きなせん,聞きません,聞きません,聞けません,C
533,ません,1,話す,話さない,話しません,話せません,話しななせん,B
534,ません,1,言う,言わない,言えません,言いなせん,言いません,D
535,ません,1,読む,読みません,読まない,読めません,読みなせん,A
536,ません,2,書く,書きなせん,書きません,書きません,書けません,C
537,ません,2,食べる,食べなせん,食べません,食べりません,食べない,B
538,ません,2,飲む,飲みなせん,飲まない,飲めません,飲みません,D
539,ません,2,寝る,寝ません,寝なせん,寝ない,寝りません,A
540,ません,2,起きる,起きなせん,起きりません,起きません,起きない,C
541,ません,2,する,しません,しなせん,さない,すりません,A
542,ません,2,勉強する,勉強さない,勉強しません,勉強すりません,勉強なせん,B
543,ません,2,働く,働きなせん,働かない,働きません,働けません,C
544,ません,3,休む,休まない,休めません,休みなせん,休みません,D
545,ません,3,会う,会いません,会わない,会えません,会いなせん,A
546,ません,3,買う,買いなせん,買いません,買わない,買えません,B
547,ません,3,売る,売らない,売れなせん,売りません,売りなせん,C
548,ません,3,作る,作らなせん,作りなせん,作らない,作りません,D
549,ません,3,使う,使いません,使わない,使えません,使いなせん,A
550,ません,3,泳ぐ,泳ぎなせん,泳ぎません,泳がない,泳げません,B
551,ません,3,遊ぶ,遊ばない,遊べなせん,遊びません,遊びなせん,C
552,ません,3,歌う,歌わない,歌えません,歌いなせん,歌いません,D
553,ません,3,待つ,待ちません,待たない,待てません,待ちなせん,A
554,ません,3,立つ,立ちなせん,立ちません,立たない,立てません,B
555,ません,4,座る,座らない,座れなせん,座りません,座りなせん,C
556,ません,4,歩く,歩かない,歩けなせん,歩きなせん,歩きません,D
557,ません,4,走る,走りません,走らない,走れなせん,走りなせん,A
558,ません,4,入る,入りなせん,入りません,入らない,入れなせん,B
559,ません,4,出る,出ない,出りません,出ません,出なせん,C
560,ません,4,開ける,開けりません,開けない,開けなせん,開けません,D
561,ません,4,開く,開きません,開かない,開けません,開きなせん,A
562,ません,4,閉める,閉めりません,閉めません,閉めなせん,閉めない,B
563,ません,4,閉まる,閉まらない,閉まれなせん,閉まりません,閉まりなせん,C
564,ません,5,見せる,見せない,見せりません,見せなせん,見せません,D
565,ません,5,貸す,貸しません,貸さない,貸せません,貸しなせん,A
566,ません,5,借りる,借りりません,借りません,借りない,借りなせん,B
567,ません,5,教える,教えなせん,教えりません,教えません,教えない,C
568,ません,5,習う,習わない,習えません,習いなせん,習いません,D
569,ません,5,分かる,分かりません,分からない,分かれなせん,分かりなせん,A
570,ません,5,分ける,分けりません,分けません,分けない,分けなせん,B
571,ません,5,忘れる,忘れない,忘れりません,忘れません,忘れなせん,C
572,ません,5,覚える,覚えりません,覚えなせん,覚えない,覚えません,D
573,ません,5,要る,いりません,いらない,いれなせん,いりなせん,A
574,ません,6,置く,置きなせん,置きません,置かない,置けません,B
575,ません,6,切る,切らない,切りなせん,切りません,切れません,C
576,ません,6,消す,消さない,消せません,消しなせん,消しません,D
577,ません,6,消える,消えません,消えない,消えりません,消えなせん,A
578,ません,6,押す,押しなせん,押しません,押さない,押せません,B
579,ません,6,引く,引かない,引けなせん,引きません,引きなせん,C
580,ません,6,乗る,乗りなせん,乗らない,乗れなせん,乗りません,D
581,ません,6,降りる,降りません,降りない,降りりません,降りなせん,A
582,ません,6,着る,着りません,着ません,着ない,着なせん,B
583,ません,6,脱ぐ,脱がない,脱げなせん,脱ぎません,脱ぎなせん,C
584,ません,7,洗う,洗わない,洗えなせん,洗いなせん,洗いません,D
585,ません,7,掃除する,掃除しません,掃除さない,掃除すりません,掃除なせん,A
586,ません,7,洗濯する,洗濯さない,洗濯しません,洗濯すりません,洗濯なせん,B
587,ません,7,晴れる,晴れない,晴れりません,晴れません,晴れなせん,C
588,ません,7,降る,降りなせん,降らない,降れなせん,降りません,D
589,ません,7,始まる,始まりません,始まらない,始まれなせん,始まりなせん,A
590,ません,7,終わる,終わりなせん,終わりません,終わらない,終われなせん,B
591,ません,7,返す,返さない,返せなせん,返しません,返しなせん,C
592,ません,7,撮る,撮りなせん,撮らない,撮れなせん,撮りません,D
593,ません,7,取る,取りません,取らない,取れなせん,取りなせん,A
594,ません,8,持つ,持ちなせん,持ちません,持たない,持てなせん,B
595,ません,8,持って行く,持って行かない,持って行けなせん,持って行きません,持って行きなせん,C
596,ません,8,持って来る,持ってきなせん,持ってこない,持ってこなせん,持って来ません,D
597,ません,8,分かれる,分かれません,分かれない,分かれりません,分かれなせん,A
598,ません,8,困る,困らない,困りません,困れなせん,困りなせん,B
599,ません,8,死ぬ,死なない,死ねなせん,死にません,死になせん,C
600,ません,8,曲がる,曲がりなせん,曲がらない,曲がれなせん,曲がりません,D
601,ません,8,鳴く,鳴きません,鳴かない,鳴けなせん,鳴きなせん,A
602,ません,8,笑う,笑わない,笑いません,笑えなせん,笑いなせん,B
603,ません,8,泣く,泣かない,泣けなせん,泣きません,泣きなせん,C
604,ません,8,探す,探さない,探せなせん,探しなせん,探しません,D
605,ません,9,住む,住みません,住まない,住めなせん,住みなせん,A
606,ません,9,吸う,吸わない,吸いません,吸えなせん,吸いなせん,B
607,ません,9,聞こえる,聞こえない,聞こえりません,聞こえません,聞こえなせん,C
608,ません,9,見える,見えない,見えりません,見えなせん,見えません,D
609,ません,9,立てる,立てません,立てない,立てりません,立てなせん,A
610,ません,9,入れる,入れりません,入れません,入れない,入れなせん,B
611,ません,9,出す,出さない,出せなせん,出しません,出しなせん,C
612,ません,9,見つける,見つけない,見つけりません,見つけなせん,見つけません,D
613,ません,9,かかる,かかりません,かからない,かかれなせん,かかりなせん,A
614,ません,9,頑張る,頑張らない,頑張りません,頑張れなせん,頑張りなせん,B
615,ません,10,練習する,練習さない,練習すりません,練習しません,練習なせん,C
616,ません,10,散歩する,散歩さない,散歩すりません,散歩なせん,散歩しません,D
617,ません,10,結婚する,結婚しません,結婚さない,結婚すりません,結婚なせん,A
618,ません,10,旅行する,旅行さない,旅行しません,旅行すりません,旅行なせん,B
619,ません,10,有る,有らない,有りなせん,ありません,有れません,C
620,ません,10,成る,成りなせん,成らない,成れなせん,なりません,D
621,ません,10,褒める,褒めません,褒めりません,褒めない,褒めなせん,A
622,ません,10,誘う,誘わない,誘いません,誘えなせん,誘いなせん,B
623,ません,10,助ける,助けない,助けりません,助けません,助けなせん,C
624,ません,10,頼む,頼まない,頼めなせん,頼みなせん,頼みません,D
625,ません,11,招待する,招待しません,招待さない,招待すりません,招待なせん,A
626,ません,11,分ける,分けりません,分けません,分けない,分けなせん,B
627,ません,11,忘れる,忘れない,忘れりません,忘れません,忘れなせん,C
628,ません,11,覚える,覚えりません,覚えなせん,覚えない,覚えません,D
1,でした,1,褒める,褒めりました,褒めました,褒めた,褒めなした,B
2,でした,1,誘う,誘わました,誘いました,誘いました,誘った,C
3,でした,1,助ける,助けました,助けりました,助けた,助けなした,A
4,でした,1,頼む,頼みました,頼めました,頼んだ,頼みました,D
5,でした,1,招待する,招待しなした,招待しました,招待した,招待するました,B
6,でした,1,ある,あった,ありませんでした,ありなした,ありました,D
7,でした,1,いる,いました,いりました,いた,いなした,A
8,でした,1,行く,行きました,行った,行きました,行けました,C
9,でした,1,来る,きました,来ました,くるました,きた,B
10,でした,1,帰る,帰りました,帰れました,帰った,帰りなした,A
11,でした,2,見る,見りました,見た,見ました,見なした,C
12,でした,2,聞く,聞きなした,聞きました,聞けました,聞いた,B
13,でした,2,話す,話しました,話なした,話した,話しました,D
14,でした,2,言う,言いました,言いました,言った,言わました,B
15,でした,2,読む,読みました,読んだ,読めました,読みなした,A
16,でした,2,書く,書きなした,書けました,書いた,書きました,D
17,でした,2,食べる,食べりました,食べた,食べました,食べなした,C
18,でした,2,飲む,飲みなした,飲みました,飲めました,飲んだ,B
19,でした,3,寝る,寝ました,寝ました,寝た,寝りなした,A
20,でした,3,起きる,起きりました,起きた,起きなした,起きました,D
21,でした,3,する,なした,すりました,しました,した,C
22,でした,3,勉強する,勉強しました,勉強しなした,勉強した,勉強すりました,A
23,でした,3,働く,働きなした,働きました,働けました,働いた,B
24,でした,3,休む,休んだ,休めました,休みました,休みなした,C
25,でした,3,会う,会わました,会いました,会った,会いました,D
26,でした,3,買う,買いました,買った,買えました,買いなした,A
27,でした,3,売る,売った,売りました,売れました,売りなした,B
28,でした,3,作る,作りなした,作った,作りました,作れました,C
29,でした,3,使う,使わました,使いました,使った,使いました,D
30,でした,4,泳ぐ,泳ぎました,泳いだ,泳げました,泳ぎなした,A
31,でした,4,遊ぶ,遊びなした,遊びました,遊んだ,遊べました,B
32,でした,4,歌う,歌った,歌えました,歌いました,歌いなした,C
33,でした,4,待つ,待ちました,待った,待てました,待ちました,D
34,でした,4,立つ,立ちました,立った,立てました,立ちなした,A
35,でした,4,座る,座った,座りました,座れました,座りなした,B
36,でした,4,歩く,歩いた,歩けました,歩きました,歩きなした,C
37,でした,4,走る,走りました,走った,走りなした,走りました,D
38,でした,4,入る,入りました,入った,入れました,入りなした,A
39,でした,5,出る,出ました,出ました,出た,出りなした,B
40,でした,5,開ける,開けた,開けりなした,開けました,開けなした,C
41,でした,5,開く,開きなした,開けました,開いた,開きました,D
42,でした,5,閉める,閉めました,閉めりなした,閉めた,閉めなした,A
43,でした,5,閉まる,閉まった,閉まりました,閉まれました,閉まりなした,B
44,でした,5,見せる,見せた,見せりなした,見せました,見せなした,C
45,でした,5,貸す,貸しなした,貸した,貸せました,貸しました,D
46,でした,5,借りる,借りました,借りりなした,借りた,借りなした,A
47,でした,5,教える,教えた,教えました,教えりなした,教えなした,B
48,でした,5,習う,習った,習えました,習いました,習いなした,C
49,でした,6,分かる,分かった,分かりなした,分かれました,分かりました,D
50,でした,6,分ける,分けました,分けりなした,分けた,分けなした,A
51,でした,6,忘れる,忘れた,忘れました,忘れりなした,忘れなした,B
52,でした,6,覚える,覚えりなした,覚えた,覚えました,覚えなした,C
53,でした,6,要る,いりました,いった,いれました,いりました,D
54,でした,6,置く,置きました,置いた,置けました,置きなした,A
55,でした,6,切る,切った,切りました,切れました,切りなした,B
56,でした,6,消す,消した,消せました,消しました,消しなした,C
57,でした,6,消える,消えた,消えりなした,消えなした,消えました,D
58,でした,6,押す,押しました,押した,押せました,押しなした,A
59,でした,7,引く,引いた,引きました,引けました,引きなした,B
60,でした,7,乗る,乗った,乗れました,乗りました,乗りなした,C
61,でした,7,降りる,降りた,降りりなした,降りなした,降りました,D
62,でした,7,着る,着ました,着た,着りなした,着なした,A
63,でした,7,脱ぐ,脱いだ,脱ぎました,脱げました,脱ぎなした,B
64,でした,7,洗う,洗った,洗えました,洗いました,洗いなした,C
65,でした,7,掃除する,掃除しなした,掃除した,掃除すりました,掃除しました,D
66,でした,7,洗濯する,洗濯しました,洗濯しなした,洗濯した,洗濯すりました,A
67,でした,7,晴れる,晴れた,晴れました,晴れりなした,晴れなした,B
68,でした,7,降る,降った,降れました,降りました,降りなした,C
69,でした,8,始まる,始まった,始まれました,始まりなした,始まりました,D
70,でした,8,終わる,終わりました,終わった,終われました,終わりなした,A
71,でした,8,返す,返した,返しました,返せました,返しなした,B
72,でした,8,撮る,撮った,撮れました,撮りました,撮りなした,C
73,でした,8,取る,取りなした,取った,取れました,取りました,D
74,でした,8,持つ,持ちました,持った,持てました,持ちなした,A
75,でした,8,持って行く,持って行った,持って行きました,持って行けました,持って行きなした,B
76,でした,8,持って来る,持ってきなした,持ってこました,持って来ました,持ってこなかった,C
77,でした,8,分かれる,分かれた,分かれりなした,分かれなした,分かれました,D
78,でした,8,困る,困りました,困った,困れました,困りなした,A
79,でした,8,死ぬ,死んだ,死にました,死ねました,死になした,B
80,でした,9,曲がる,曲がった,曲がれました,曲がりました,曲がりなした,C
81,でした,9,鳴く,鳴いた,鳴けました,鳴きなした,鳴きました,D
82,でした,9,笑う,笑いました,笑った,笑えました,笑いなした,A
83,でした,9,泣く,泣いた,泣きました,泣けました,泣きなした,B
84,でした,9,探す,探した,探せました,探しました,探しなした,C
85,でした,9,住む,住んだ,住めました,住みなした,住みました,D
86,でした,9,吸う,吸いました,吸った,吸えました,吸いなした,A
87,でした,9,聞こえる,聞こえた,聞こえました,聞こえりなした,聞こえなした,B
88,でした,9,見える,見えた,見えりなした,見えました,見えなした,C
89,でした,9,立てる,立てた,立てりなした,立てなした,立てました,D
90,でした,10,入れる,入れました,入れた,入れりなした,入れなした,A
91,でした,10,出す,出した,出しました,出せました,出しなした,B
92,でした,10,見つける,見つけた,見つけりなした,見つけました,見つけなした,C
93,でした,10,かかる,かかった,かかれました,かかりなした,かかりました,D
94,でした,10,頑張る,頑張りました,頑張った,頑張れました,頑張りなした,A
95,でした,10,練習する,練習しなした,練習しました,練習した,練習すりました,B
96,でした,10,散歩する,散歩した,散歩すりました,散歩しました,散歩なした,C
97,でした,10,結婚する,結婚しなした,結婚した,結婚すりました,結婚しました,D
98,でした,10,旅行する,旅行しました,旅行しなした,旅行した,旅行すりました,A
99,でした,10,有る,有った,ありました,有りなした,有れませんでした,B
100,でした,11,成る,成った,成れました,なりました,なりなした,C
101,でした,11,要る,いりました,いった,いれました,いりました,D
102,でした,11,頑張る,頑張りました,頑張った,頑張れました,頑張りなした,A
103,でした,11,練習する,練習しなした,練習しました,練習した,練習すりました,B
104,でした,12,散歩する,散歩した,散歩すりました,散歩しました,散歩なした,C
105,でした,12,結婚する,結婚しなした,結婚した,結婚すりました,結婚しました,D
106,でした,12,旅行する,旅行しました,旅行しなした,旅行した,旅行すりました,A
107,でした,12,有る,有った,ありました,有りなした,有れませんでした,B
108,でした,12,成る,成った,成れました,なりました,なりなした,C
109,られる,1,褒める,褒められる,褒めさせる,褒めるられる,褒まれる,A
110,られる,1,誘う,誘わさる,誘われる,誘える,誘うられる,B
111,られる,1,助ける,助かれる,助けさせる,助けられる,助けるられる,C
112,られる,1,頼む,頼める,頼まさせる,頼みられる,頼まれる,D
113,られる,1,招待する,招待されるられる,招待させる,招待される,招待したれる,C
114,られる,1,ある,ありえる,あられる,あらせる,あられるれる,B
115,られる,1,いる,いられる,いれる,いさせる,いらる,A
116,られる,1,行く,行かせる,行かれる,行ける,行きられる,B
117,られる,1,来る,来させる,来れる,来られる,来るられる,C
118,られる,1,帰る,帰りられる,帰らせる,帰れる,帰られる,D
119,られる,2,見る,見れる,見させる,見られる,見るられる,C
120,られる,2,聞く,聞ける,聞かれる,聞かせる,聞きられる,B
121,られる,2,話す,話される,話せる,話さる,話しられる,A
122,られる,2,言う,言える,言われる,言わせる,言いられる,B
123,られる,2,読む,読める,読ませる,読まれる,読みられる,C
124,られる,2,書く,書ける,書かせる,書かれるられる,書かれる,D
125,られる,2,食べる,食べれる,食べさせる,食べられる,食べられるれる,C
126,られる,2,飲む,飲める,飲まれる,飲ませる,飲みられる,B
127,られる,3,寝る,寝られる,寝れる,寝させる,寝るられる,A
128,られる,3,起きる,起きれる,起きられる,起きさせる,起きられるれる,B
129,られる,3,する,される,できる,させる,しられる,A
130,られる,3,勉強する,勉強される,勉強できる,勉強させる,勉強しられる,A
131,られる,3,働く,働ける,働かせる,働かれる,働きられる,C
132,られる,3,休む,休める,休ませる,休みられる,休まれる,D
133,られる,3,会う,会える,会わせる,会いられる,会われる,D
134,られる,3,買う,買える,買わせる,買われる,買いられる,C
135,られる,3,売る,売られる,売れる,売らせる,売りられる,A
136,られる,3,作る,作れる,作らせる,作りられる,作られる,D
137,られる,3,使う,使える,使われる,使わせる,使いられる,B
138,られる,4,泳ぐ,泳げる,泳がせる,泳がれる,泳ぎられる,C
139,られる,4,遊ぶ,遊ばれる,遊べる,遊ばせる,遊びられる,A
140,られる,4,歌う,歌える,歌われる,歌わせる,歌いられる,B
141,られる,4,待つ,待てる,待たせる,待たれる,待ちられる,C
142,られる,4,立つ,立てる,立たせる,立ちられる,立たれる,D
143,られる,4,座る,座れる,座られる,座らせる,座りられる,B
144,られる,4,歩く,歩かれる,歩ける,歩かせる,歩きられる,A
145,られる,4,走る,走れる,走らせる,走られる,走りられる,C
146,られる,4,入る,入れる,入らせる,入られる,入りられる,C
147,られる,5,出る,出られる,出れる,出させる,出られるれる,A
148,られる,5,開ける,開けれる,開けさせる,開けられるれる,開けられる,D
149,られる,5,開く,開ける,開かれる,開かせる,開きられる,B
150,られる,5,閉める,閉められる,閉めれる,閉めさせる,閉められるれる,A
151,られる,5,閉まる,閉まれる,閉まられる,閉まらせる,閉まりられる,B
152,られる,5,見せる,見せれる,見せさせる,見せられる,見せられるれる,C
153,られる,5,貸す,貸せる,貸させる,貸しられる,貸される,D
154,られる,5,借りる,借りられる,借りれる,借りさせる,借りられるれる,A
155,られる,5,教える,教えれる,教えられる,教えさせる,教えらる,B
156,られる,5,習う,習える,習わせる,習われる,習いられる,C
157,られる,6,分かる,分かれる,分からせる,分かりられる,分かられる,D
158,られる,6,分ける,分けられる,分けれる,分けさせる,分けられるれる,A
159,られる,6,忘れる,忘れれる,忘れられる,忘れさせる,忘れられるれる,B
160,られる,6,覚える,覚えれる,覚えさせる,覚えられる,覚えらる,C
161,られる,6,要る,要れる,要らせる,要りられる,要られる,D
162,られる,6,置く,置かれる,置ける,置かせる,置きられる,A
163,られる,6,切る,切れる,切られる,切らせる,切りられる,B
164,られる,6,消す,消せる,消させば,消される,消しられる,C
165,られる,6,消える,消えれる,消えさせる,消えらる,消えられる,D
166,られる,6,押す,押される,押せる,押させる,押しられる,A
167,られる,7,引く,引ける,引かれる,引かせる,引きられる,B
168,られる,7,乗る,乗れる,乗らせる,乗られる,乗りられる,C
169,られる,7,降りる,降りれる,降りさせる,降りられるれる,降りられる,D
170,られる,7,着る,着られる,着れる,着させる,着らる,A
171,られる,7,脱ぐ,脱げる,脱がれる,脱がせる,脱ぎられる,B
172,られる,7,洗う,洗える,洗わせる,洗われる,洗いられる,C
173,られる,7,掃除する,掃除できる,掃除させる,掃除しられる,掃除される,D
174,られる,7,洗濯する,洗濯される,洗濯できる,洗濯させる,洗濯しられる,A
175,られる,7,晴れる,晴れられる,晴れれる,晴れさせる,晴れらる,A
176,られる,7,降る,降れる,降られる,降らせる,降りられる,B
177,られる,8,始まる,始まられる,始まれる,始まらせる,始まりられる,A
178,られる,8,終わる,終われる,終わらせる,終わられる,終わりられる,C
179,られる,8,返す,返される,返せる,返させる,返しられる,A
180,られる,8,撮る,撮られる,撮れる,撮らせる,撮りられる,A
181,られる,8,取る,取れる,取られる,取らせる,取りられる,B
182,られる,8,持つ,持てる,持たれる,持たせる,持ちられる,B
183,られる,8,持って行く,持って行かれる,持って行ける,持って行かせる,持って行きられる,A
184,られる,8,持って来る,持って来れる,持って来られる,持って来させる,持って来らる,B
185,られる,8,分かれる,分かれれる,分かれさせる,分かれられる,分かれられるれる,C
186,られる,8,困る,困られる,困れる,困らせる,困りられる,A
187,られる,8,死ぬ,死ねる,死なれる,死なせる,死にられる,B
188,られる,9,曲がる,曲がれる,曲がらせる,曲がられる,曲がりられる,C
189,られる,9,鳴く,鳴ける,鳴かせる,鳴かれる,鳴きられる,C
190,られる,9,笑う,笑える,笑わせる,笑いられる,笑われる,D
191,られる,9,泣く,泣かれる,泣ける,泣かせる,泣きられる,A
192,られる,9,探す,探せる,探される,探させる,探しられる,B
193,られる,9,住む,住める,住ませる,住まれる,住みられる,C
194,られる,9,吸う,吸える,吸わせる,吸いられる,吸われる,D
195,られる,9,聞こえる,聞こえれる,聞こえられる,聞こえさせる,聞こえらる,B
196,られる,9,見える,見えれる,見えられる,見えさせる,見えらる,C
197,られる,9,立てる,立てれる,立てさせる,立てられるれる,立てられる,D
198,られる,10,入れる,入れられる,入れれる,入れさせる,入れられるれる,A
199,られる,10,出す,出せる,出される,出させる,出しられる,B
200,られる,10,見つける,見つけれる,見つけさせる,見つけられるれる,見つけられる,D
201,られる,10,かかる,かかられる,かかれる,かからせる,かかりられる,A
202,られる,10,頑張る,頑張れる,頑張らせる,頑張られる,頑張りられる,C
203,られる,10,練習する,練習できる,練習させる,練習しられる,練習される,D
204,られる,10,散歩する,散歩される,散歩できる,散歩させる,散歩しられる,A
205,られる,10,結婚する,結婚できる,結婚される,結婚させる,結婚しられる,B
206,られる,10,旅行する,旅行できる,旅行させる,旅行される,旅行しられる,C
207,られる,10,有る,有れる,有らせる,有りられる,荒れる,D
208,られる,11,成る,成られる,成れる,成らせる,成りられる,A
209,られる,11,要る,要れる,要られる,要らせる,要りられる,B
210,られる,11,頑張る,頑張れる,頑張らせる,頑張られる,頑張りられる,C
211,られる,11,練習する,練習できる,練習させる,練習しられる,練習される,D
212,られる,12,散歩する,散歩される,散歩できる,散歩させる,散歩しられる,A
213,られる,12,結婚する,結婚できる,結婚される,結婚させる,結婚しられる,B
214,られる,12,旅行する,旅行できる,旅行させる,旅行される,旅行しられる,C
215,られる,12,有る,有れる,有らせる,有りられる,荒れる,D
216,られる,12,成る,成られる,成れる,成らせる,成りられる,A
217,ーば,1,褒める,褒めば,褒めたら,褒めるば,褒めれば,D
218,ーば,1,誘う,誘うば,誘えば,誘わば,誘いたら,B
219,ーば,1,助ける,助けらば,助けるば,助ければ,助けたば,C
220,ーば,1,頼む,頼めば,頼みば,頼んだら,頼むば,A
221,ーば,1,招待する,招待しらば,招待すれば,招待したば,招待するば,B
222,ーば,1,ある,あるば,あったら,あれれば,あれば,D
223,ーば,1,いる,いれば,いるば,いたら,いれれば,A
224,ーば,1,行く,行きば,行ったら,行けば,行くば,C
225,ーば,1,来る,来たら,来れば,来ればば,来るば,B
226,ーば,1,帰る,帰りば,帰ったら,帰るば,帰れば,D
227,ーば,2,見る,見れば,見るば,見たら,見れれば,A
228,ーば,2,聞く,聞きば,聞いたら,聞けば,聞くば,C
